filename,T,H,muX,muC,epsilon_X,epsilon_C,sigma_X,sigma_C,dx,vacuum,initial_guess
0723,300,20,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0724,300,20,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0725,300,20,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0726,300,20,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
0727,300,20,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0728,300,20,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0729,300,20,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0730,300,20,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0731,300,20,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0732,300,20,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
0733,300,20,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0734,300,20,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0735,300,20,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0736,300,20,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0737,300,20,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0738,300,20,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
0739,300,20,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0740,300,20,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0741,300,20,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0742,300,20,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0743,300,20,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0744,300,20,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
0745,300,20,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0746,300,20,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0747,300,20,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0748,300,20,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0749,300,20,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0750,300,20,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
0751,300,20,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0752,300,20,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0753,300,20,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0754,300,20,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0755,300,20,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0756,300,20,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
0757,300,25,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0758,300,25,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0759,300,25,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0760,300,25,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0761,300,25,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0762,300,25,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
0763,300,25,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0764,300,25,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0765,300,25,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0766,300,25,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0767,300,25,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0768,300,25,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
0769,300,25,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0770,300,25,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0771,300,25,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0772,300,25,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0773,300,25,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0774,300,25,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
0775,300,25,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0776,300,25,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0777,300,25,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0778,300,25,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0779,300,25,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0780,300,25,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
0781,300,25,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0782,300,25,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0783,300,25,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0784,300,25,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0785,300,25,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0786,300,25,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
0787,300,25,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0788,300,25,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0789,300,25,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0790,300,25,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0791,300,25,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0792,300,25,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
0793,300,30,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0794,300,30,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0795,300,30,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0796,300,30,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0797,300,30,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0798,300,30,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
0799,300,30,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0800,300,30,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0801,300,30,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0802,300,30,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0803,300,30,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0804,300,30,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
0805,300,30,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0806,300,30,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0807,300,30,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0808,300,30,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0809,300,30,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0810,300,30,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
0811,300,30,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0812,300,30,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0813,300,30,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0814,300,30,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0815,300,30,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0816,300,30,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
0817,300,30,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0818,300,30,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0819,300,30,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0820,300,30,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0821,300,30,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0822,300,30,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
0823,300,30,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0824,300,30,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0825,300,30,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0826,300,30,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0827,300,30,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0828,300,30,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
0829,300,35,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0830,300,35,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0831,300,35,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0832,300,35,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0833,300,35,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0834,300,35,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
0835,300,35,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0836,300,35,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0837,300,35,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0838,300,35,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0839,300,35,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0840,300,35,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
0841,300,35,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0842,300,35,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0843,300,35,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0844,300,35,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0845,300,35,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0846,300,35,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
0847,300,35,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0848,300,35,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0849,300,35,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0850,300,35,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0851,300,35,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0852,300,35,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
0853,300,35,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0854,300,35,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0855,300,35,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0856,300,35,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0857,300,35,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0858,300,35,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
0859,300,35,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0860,300,35,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0861,300,35,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0862,300,35,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0863,300,35,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0864,300,35,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
0865,300,50,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0866,300,50,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0867,300,50,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0868,300,50,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0869,300,50,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0870,300,50,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
0871,300,50,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0872,300,50,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0873,300,50,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0874,300,50,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0875,300,50,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0876,300,50,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
0877,300,50,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0878,300,50,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0879,300,50,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0880,300,50,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0881,300,50,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0882,300,50,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
0883,300,50,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0884,300,50,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0885,300,50,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0886,300,50,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0887,300,50,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0888,300,50,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
0889,300,50,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0890,300,50,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0891,300,50,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0892,300,50,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0893,300,50,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0894,300,50,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
0895,300,50,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0896,300,50,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0897,300,50,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0898,300,50,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0899,300,50,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0900,300,50,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
0901,300,75,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0902,300,75,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0903,300,75,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0904,300,75,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0905,300,75,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0906,300,75,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
0907,300,75,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0908,300,75,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0909,300,75,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0910,300,75,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0911,300,75,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0912,300,75,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
0913,300,75,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0914,300,75,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0915,300,75,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0916,300,75,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0917,300,75,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0918,300,75,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
0919,300,75,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0920,300,75,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0921,300,75,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0922,300,75,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0923,300,75,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0924,300,75,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
0925,300,75,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0926,300,75,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0927,300,75,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0928,300,75,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0929,300,75,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0930,300,75,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
0931,300,75,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0932,300,75,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0933,300,75,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0934,300,75,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0935,300,75,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0936,300,75,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
0937,300,100,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0938,300,100,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0939,300,100,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0940,300,100,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0941,300,100,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0942,300,100,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
0943,300,100,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0944,300,100,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0945,300,100,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0946,300,100,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0947,300,100,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0948,300,100,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
0949,300,100,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0950,300,100,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0951,300,100,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0952,300,100,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0953,300,100,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0954,300,100,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
0955,300,100,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0956,300,100,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0957,300,100,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0958,300,100,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0959,300,100,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0960,300,100,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
0961,300,100,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0962,300,100,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0963,300,100,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0964,300,100,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0965,300,100,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0966,300,100,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
0967,300,100,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0968,300,100,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0969,300,100,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0970,300,100,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0971,300,100,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0972,300,100,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
0973,310,10,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0974,310,10,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0975,310,10,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0976,310,10,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0977,310,10,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0978,310,10,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
0979,310,10,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0980,310,10,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0981,310,10,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0982,310,10,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0983,310,10,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0984,310,10,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
0985,310,10,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0986,310,10,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0987,310,10,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0988,310,10,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0989,310,10,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0990,310,10,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
0991,310,10,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0992,310,10,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0993,310,10,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0994,310,10,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
0995,310,10,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
0996,310,10,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
0997,310,10,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
0998,310,10,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
0999,310,10,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1000,310,10,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
1001,310,10,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
1002,310,10,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
1003,310,10,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1004,310,10,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
1005,310,10,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1006,310,10,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
1007,310,10,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
1008,310,10,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
1009,310,15,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1010,310,15,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
1011,310,15,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1012,310,15,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
1013,310,15,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
1014,310,15,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
1015,310,15,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1016,310,15,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
1017,310,15,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1018,310,15,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
1019,310,15,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
1020,310,15,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
1021,310,15,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1022,310,15,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
1023,310,15,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1024,310,15,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
1025,310,15,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
1026,310,15,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
1027,310,15,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1028,310,15,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
1029,310,15,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1030,310,15,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
1031,310,15,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
1032,310,15,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
1033,310,15,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1034,310,15,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
1035,310,15,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1036,310,15,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
1037,310,15,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
1038,310,15,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
1039,310,15,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1040,310,15,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
1041,310,15,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1042,310,15,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
1043,310,15,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
1044,310,15,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
1045,310,20,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1046,310,20,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
1047,310,20,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1048,310,20,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
1049,310,20,-2250,-1100,1000,1000,1.0,1.0,0.02,10,0.01
1050,310,20,-2250,-750,1000,1000,1.0,1.0,0.02,10,0.01
1051,310,20,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1052,310,20,-1900,-2150,1000,1000,1.0,1.0,0.02,10,0.01
1053,310,20,-1900,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1054,310,20,-1900,-1450,1000,1000,1.0,1.0,0.02,10,0.01
1055,310,20,-1900,-1100,1000,1000,1.0,1.0,0.02,10,0.01
1056,310,20,-1900,-750,1000,1000,1.0,1.0,0.02,10,0.01
1057,310,20,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1058,310,20,-1550,-2150,1000,1000,1.0,1.0,0.02,10,0.01
1059,310,20,-1550,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1060,310,20,-1550,-1450,1000,1000,1.0,1.0,0.02,10,0.01
1061,310,20,-1550,-1100,1000,1000,1.0,1.0,0.02,10,0.01
1062,310,20,-1550,-750,1000,1000,1.0,1.0,0.02,10,0.01
1063,310,20,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1064,310,20,-1200,-2150,1000,1000,1.0,1.0,0.02,10,0.01
1065,310,20,-1200,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1066,310,20,-1200,-1450,1000,1000,1.0,1.0,0.02,10,0.01
1067,310,20,-1200,-1100,1000,1000,1.0,1.0,0.02,10,0.01
1068,310,20,-1200,-750,1000,1000,1.0,1.0,0.02,10,0.01
1069,310,20,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1070,310,20,-850,-2150,1000,1000,1.0,1.0,0.02,10,0.01
1071,310,20,-850,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1072,310,20,-850,-1450,1000,1000,1.0,1.0,0.02,10,0.01
1073,310,20,-850,-1100,1000,1000,1.0,1.0,0.02,10,0.01
1074,310,20,-850,-750,1000,1000,1.0,1.0,0.02,10,0.01
1075,310,20,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1076,310,20,-500,-2150,1000,1000,1.0,1.0,0.02,10,0.01
1077,310,20,-500,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1078,310,20,-500,-1450,1000,1000,1.0,1.0,0.02,10,0.01
1079,310,20,-500,-1100,1000,1000,1.0,1.0,0.02,10,0.01
1080,310,20,-500,-750,1000,1000,1.0,1.0,0.02,10,0.01
1081,310,25,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1082,310,25,-2250,-2150,1000,1000,1.0,1.0,0.02,10,0.01
1083,310,25,-2250,-1800,1000,1000,1.0,1.0,0.02,10,0.01
1084,310,25,-2250,-1450,1000,1000,1.0,1.0,0.02,10,0.01
